material,mp_id,grace_ok,grace_seconds,mp_state,mp_reliable,grace_stable,grace_K_VRH,mp_K_VRH,grace_G_VRH,mp_G_VRH,grace_E,mp_E,grace_poisson,mp_poisson,grace_A_U,mp_A_U,grace_C11,mp_C11,grace_C12,mp_C12,grace_C44,mp_C44
Fe,mp-13,True,68.0,,,True,134.89440866062586,,66.1302459839577,,170.52486519569104,,0.28931068271739113,,1.1646904483505756,,184.82606978128652,,109.92857810029534,,96.74899221071678,
