material,mp_id,grace_ok,grace_seconds,mp_state,mp_reliable,grace_stable,grace_K_VRH,mp_K_VRH,grace_G_VRH,mp_G_VRH,grace_E,mp_E,grace_poisson,mp_poisson,grace_A_U,mp_A_U,grace_C11,mp_C11,grace_C12,mp_C12,grace_C44,mp_C44
W,mp-91,True,68.0,,,True,334.9021694387161,,162.18927223304954,,418.93874356519916,,0.2915118792913339,,6.829972716193566e-05,,550.177864197245,,227.2643220594512,,162.67945257704812,
