material,mp_id,grace_ok,grace_seconds,mp_state,mp_reliable,grace_stable,grace_K_VRH,mp_K_VRH,grace_G_VRH,mp_G_VRH,grace_E,mp_E,grace_poisson,mp_poisson,grace_A_U,mp_A_U,grace_C11,mp_C11,grace_C12,mp_C12,grace_C44,mp_C44
Si,mp-149,True,68.0,,,True,92.72499340883583,,73.44030537388463,,174.30347597368146,,0.18670173746080143,,0.7120419886690268,,155.13460735370828,,61.52018643639963,,99.33180730398199,
